m01oak00001CC	AT5G62080
m01oak08611cC	AT5G35560
m01oak08612cC	AT1G73350
m01oak08614CT	AT1G51610
m01oak08618CC	AT5G20270
m01oak08620CC	AT5G16280
m01oak08621cC	AT3G15410
m01oak08623cC	AT2G01680
m01oak08624cC	AT4G35190
m01oak08625cT	AT2G31190
m01oak08626CC	AT1G17440
m01oak08627CC	AT4G31390
m01oak08629cC	AT5G63000
m01oak08630cf	AT5G16210
m01oak08631CC	AT1G30825
m01oak08633CC	AT4G29680
m01oak08634cC	AT5G65380
m01oak08636cT	AT1G15440
m01oak08639CC	AT5G64180
m01oak08642CC	AT2G40730
m01oak08644CC	AT5G59460
m01oak08647cC	AT5G13530
m01oak08648cC	AT4G25850
m01oak08649jC	AT1G78420
m01oak08650CC	AT3G13560
m01oak08653cC	AT3G20260
m01oak08655CC	AT5G23450
m01oak08656CC	AT5G10070
m01oak08658CC	AT2G26920
m01oak08659cC	AT1G68720
m01oak08661cF	AT1G78770
m01oak08663cF	AT1G17460
m01oak08664cC	AT3G28760
m01oak08665CC	AT3G18060
m01oak08666cC	AT5G06970
m01oak08668CC	AT3G01750
m01oak08670cC	AT5G19855
m01oak08673cC	AT1G17030
m01oak08676SC	AT4G32910
m01oak08677Ct	AT3G25180
m01oak08681cC	AT3G08950
m01oak08683cI	AT1G09010
m01oak08684CC	AT1G57600
m01oak08685cT	AT3G54610
m01oak08686CF	AT2G38770
m01oak08687CC	AT3G51890
m01oak08689cC	AT2G17930
m01oak08691cC	AT1G50940
m01oak08693cF	AT3G07940
m01oak08695cC	AT5G19300
m01oak08696cf	AT3G04850
m01oak08699ci	AT1G48360
m01oak08700CC	AT4G28590
m01oak08701cf	AT4G30780
m01oak08703CC	AT3G56510
m01oak08704Ct	AT2G42040
m01oak08705CC	AT5G18750
m01oak08708CC	AT1G08530
m01oak08709CC	AT1G56290
m01oak08711cC	AT1G58110
m01oak08713Ct	AT1G01250
m01oak08715cC	AT1G06220
m01oak08717CC	AT3G02380
m01oak08719cC	AT1G07020
m01oak08720cF	AT4G21820
m01oak08721cC	AT3G25940
m01oak08722CC	AT1G29700
m01oak08724CC	AT1G30540
m01oak08727CM	AT3G25410
m01oak08731cC	AT3G02550
m01oak08732cC	AT3G54420
m01oak08733cC	AT2G38280
m01oak08734JC	AT1G64500
m01oak08735CC	AT4G16566
m01oak08736cf	AT5G64330
m01oak08738CF	AT1G67560
m01oak08739cC	AT5G56260
m01oak08740cf	AT1G08030
m01oak08741CC	AT5G50970
m01oak08742cF	AT3G11590
m01oak08743CC	AT3G21110
m01oak08747CC	AT5G63640
m01oak08748cC	AT1G55620
m01oak08751cc	AT4G33470
m01oak08753Cc	AT1G32260
m01oak08757CC	AT1G79020
m01oak08760cC	AT1G25510
m01oak08761cC	AT1G61140
m01oak08762cC	AT4G30400
m01oak08763CC	AT1G10720
m01oak08764CC	AT4G31570
m01oak08770CC	AT4G33460
m01oak08773cC	AT3G02450
m01oak08774cC	AT2G23740
m01oak08775CC	AT2G04350
m01oak08780cC	AT5G57610
m01oak08781Ct	AT1G17350
m01oak08782cC	AT2G45760
m01oak08783cC	AT2G19430
m01oak08784SC	AT5G34940
m01oak08785Ct	AT1G76730
m01oak08788CC	AT3G25900
m01oak08794Cc	AT3G61860
m01oak08801CC	AT4G13250
m01oak08805Cm	AT5G35100
m01oak08807CC	AT5G05550
m01oak08811CC	AT1G71190
m01oak08812CT	AT4G35905
m01oak08814cC	AT4G15890
m01oak08816cC	AT1G50640
m01oak08817cC	AT5G03330
m01oak08818CC	AT5G16800
m01oak08823cC	AT2G25320
m01oak08824JC	AT5G13480
m01oak08826CC	AT5G54010
m01oak08830CC	AT3G50620
m01oak08832cC	AT5G41210
m01oak08834cC	AT2G43235
m01oak08836Cf	AT4G33200
m01oak08837cC	AT4G33150
m01oak08838CC	AT1G68710
m01oak08839ct	AT1G11360
m01oak08840CC	AT2G07180
m01oak08842cC	AT1G68920
m01oak08846CC	AT2G43080
m01oak08848cf	AT4G35220
m01oak08850CC	AT5G14140
m01oak08851CC	AT2G27900
m01oak08852jf	AT4G00290
m01oak08853Ci	AT3G50590
m01oak08855Ct	AT3G14180
m01oak08856cC	AT3G28720
m01oak08857Ct	AT1G78915
m01oak08858cC	AT1G16970
m01oak08859cC	AT3G04350
m01oak08860cc	AT2G42200
m01oak08862cC	AT3G24800
m01oak08864CC	AT3G48425
m01oak08865cC	AT2G19560
m01oak08866cC	AT1G33780
m01oak08867cC	AT1G38131
m01oak08871cC	AT4G34540
m01oak08872cf	AT3G21150
m01oak08877cf	AT5G61460
m01oak08879CC	AT2G41610
m01oak08880CC	AT1G11720
m01oak08882cC	AT1G03250
m01oak08883CC	AT2G25930
m01oak08887cC	AT4G18780
m01oak08888cC	AT1G49400
m01oak08889cC	AT3G13530
m01oak08890CC	AT3G07370
m01oak08891cC	AT4G34910
m01oak08892cC	AT1G54350
m01oak08893CT	AT4G20260
m01oak08897CC	AT1G10310
m01oak08898Ct	AT1G31480
m01oak08899cC	AT5G17410
m01oak08901cC	AT3G49180
m01oak08903cC	AT3G15380
m01oak08907cc	AT3G01100
m01oak08911Ct	AT2G34980
m01oak08914jC	AT5G37630
m01oak08916CC	AT4G26310
m01oak08918CC	AT4G01660
m01oak08919CC	AT1G36990
m01oak08923CC	AT4G38120
m01oak08927cC	AT3G03050
m01oak08929cC	AT1G01500
m01oak08932cF	AT3G21810
m01oak08933CC	AT2G24280
m01oak08936CF	AT5G46550
m01oak08942CC	AT4G33080
m01oak08948cf	AT5G18940
m01oak08949CC	AT3G56820
m01oak08951CC	AT1G78140
m01oak08952CI	AT1G30520
m01oak08953CC	AT3G27580
m01oak08954cf	AT4G30610
m01oak08955CF	AT1G52500
m01oak08957CT	AT3G11960
m01oak08958cC	AT4G17650
m01oak08960CC	AT3G49600
m01oak08962CC	AT2G22640
m01oak08963CC	AT4G31040
m01oak08965CC	AT4G28200
m01oak08966CC	AT2G41900
m01oak08967cC	AT2G46600
m01oak08968cC	AT1G71430
m01oak08969CC	AT3G53970
m01oak08971cC	AT3G13000
m01oak08981cC	AT2G40120
m01oak08985cF	AT5G67240
m01oak08986cC	AT5G47860
m01oak08987cC	AT2G35900
m01oak08988cC	AT3G59910
m01oak08989Ct	AT3G11470
m01oak08991CT	AT2G20850
m01oak08992ci	AT3G11945
m01oak08994cC	AT1G55090
m01oak08995CC	AT2G22795
m01oak08997CF	AT5G62020
m01oak08999cC	AT1G22040
m01oak09000CT	AT2G01980
m01oak09001CC	AT2G26660
m01oak09003cC	AT1G60790
m01oak09005cC	AT3G16250
m01oak09006CT	AT1G73020
m01oak09007cC	AT2G39550
m01oak09009cC	AT2G23150
m01oak09010CC	AT5G40780
m01oak09011cC	AT2G29650
m01oak09012cC	AT4G05160
m01oak09015cC	AT3G60280
m01oak09016ct	AT5G35400
m01oak09017CC	AT5G35320
m01oak09018CC	AT1G17160
m01oak09020cC	AT1G29170
m01oak09021cF	AT5G01400
m01oak09022JC	AT3G47600
m01oak09024CC	AT2G19580
m01oak09026CC	AT5G27970
m01oak09029CT	AT1G26170
m01oak09032cC	AT3G20070
m01oak09033CC	AT4G37270
m01oak09036cf	AT2G01110
m01oak09037Ci	AT2G25605
m01oak09039cC	AT4G35140
m01oak09040CT	AT2G20760
m01oak09041CC	AT5G02510
m01oak09042cF	AT5G48970
m01oak09047CC	AT5G35750
m01oak09049cC	AT1G53320
m01oak09051CC	AT1G70480
m01oak09054cC	AT3G49590
m01oak09055Cf	AT2G17120
m01oak09057CC	AT4G34630
m01oak09059CC	AT2G34520
m01oak09061CC	AT1G18700
m01oak09062cc	AT4G00720
m01oak09066cC	AT3G07790
m01oak09067CC	AT3G13180
m01oak09068CC	AT4G34430
m01oak09069cC	AT2G32760
m01oak09070ct	AT4G01040
m01oak09071CC	AT1G13190
m01oak09073CC	AT5G53280
m01oak09076cC	AT1G62520
m01oak09078CC	AT3G17510
m01oak09079CC	AT5G27550
m01oak09080CC	AT4G32870
m01oak09081cC	AT5G35410
m01oak09082CC	AT5G52280
m01oak09084cC	AT2G32230
m01oak09089cf	AT1G32410
m01oak09090CC	AT1G73440
m01oak09095cC	AT4G24760
m01oak09100cf	AT3G48260
m01oak09101CC	AT5G01580
m01oak09102Ct	AT5G41761
m01oak09103CC	AT4G20960
m01oak09105CC	AT3G16840
m01oak09106CC	AT3G04480
m01oak09109CC	AT5G06120
m01oak09110CC	AT3G02110
m01oak09111cC	AT1G71710
m01oak09112jC	AT2G33640
m01oak09113cf	AT5G51740
m01oak09115CC	AT4G15840
m01oak09119CC	AT5G01340
m01oak09122Cf	AT2G30920
m01oak09123CC	AT3G18640
m01oak09124cf	AT1G67500
m01oak09125cC	AT5G63950
m01oak09129CC	AT4G36210
m01oak09130cC	AT4G02440
m01oak09132CT	AT5G57230
m01oak09133Ci	AT5G45530
m01oak09134cF	AT2G39090
m01oak09135jC	AT4G11110
m01oak09137CC	AT1G48040
m01oak09138CC	AT4G10100
m01oak09140cC	AT4G19100
m01oak09142cC	AT1G49890
m01oak09143cC	AT1G32750
m01oak09145CC	AT2G31740
m01oak09146cC	AT4G09750
m01oak09147cc	AT5G61760
m01oak09148cf	AT3G29390
m01oak09150CT	AT5G42770
m01oak09151cf	AT1G08350
m01oak09155JC	AT5G01890
m01oak09157cC	AT3G47450
m01oak09159cC	AT2G46910
m01oak09160cC	AT4G27040
m01oak09161cC	AT4G30880
m01oak09166cC	AT3G58100
m01oak09167cC	AT5G38560
m01oak09171cm	AT5G10710
m01oak09174CI	AT1G22860
m01oak09176cC	AT5G03070
m01oak09177cC	AT2G01820
m01oak09179Cf	AT2G13610
m01oak09184cC	AT1G77680
m01oak09187cC	AT2G28390
m01oak09190cf	AT1G10580
m01oak09194CC	AT3G18290
m01oak09195Ci	AT2G01170
m01oak09196JC	AT5G45030
m01oak09197cf	AT4G10170
m01oak09198CC	AT5G44180
m01oak09199CT	AT1G65032
m01oak09202cC	AT3G17340
m01oak09203CC	AT2G45680
m01oak09205cC	AT4G39700
m01oak09208CC	AT5G59350
m01oak09210cC	AT1G19670
m01oak09215CC	AT2G01650
m01oak09216ct	AT4G04350
m01oak09217cC	AT5G04550
m01oak09218CF	AT3G54130
m01oak09221CC	AT3G29320
m01oak09222sC	AT2G31880
m01oak09223CT	AT2G38800
m01oak09224CC	AT1G56350
m01oak09226Cf	AT1G75400
m01oak09228Ct	AT2G17972
m01oak09230cC	AT1G56000
m01oak09232CC	AT1G71820
m01oak09233cc	AT3G45890
m01oak09234Cm	AT1G23890
m01oak09235cC	AT1G32310
m01oak09236cC	AT5G53130
m01oak09241cC	AT1G78310
m01oak09244cC	AT1G28280
m01oak09246CC	AT5G56290
m01oak09248cF	AT3G55020
m01oak09249cC	AT1G75180
m01oak09250cC	AT4G10750
m01oak09251CC	AT5G49970
m01oak09253cF	AT2G34970
m01oak09254CC	AT4G22260
m01oak09255CC	AT2G33810
m01oak09256cC	AT5G66800
m01oak09257cC	AT1G01540
m01oak09258CC	AT1G51540
m01oak09263cC	AT3G47930
m01oak09264CC	AT5G54920
m01oak09265CC	AT5G19830
m01oak09269cC	AT3G24760
m01oak09273CC	AT4G08500
m01oak09274ct	AT1G35460
m01oak09275cC	AT4G16440
m01oak09279cC	AT5G65000
m01oak09280cC	AT5G66840
m01oak09281CF	AT5G51200
m01oak09282CC	AT2G33570
m01oak09283cC	AT5G55640
m01oak09285cF	AT4G30710
m01oak09287cF	AT4G30720
m01oak09288CC	AT5G23760
m01oak09292cC	AT4G33550
m01oak09296CC	AT2G40410
m01oak09297CC	AT5G02310
m01oak09298cC	AT2G44270
m01oak09300cC	AT1G04590
m01oak09304cf	AT4G38090
m01oak09308cF	AT1G20670
m01oak09311CC	AT5G41460
m01oak09312CC	AT5G16820
m01oak09313CF	AT5G50320
m01oak09315CC	AT4G23750
m01oak09316Ct	AT1G06470
m01oak09320cC	AT1G21770
m01oak09325cM	AT4G14605
m01oak09330cC	AT1G13700
m01oak09331cf	AT1G02270
m01oak09332CC	AT2G36570
m01oak09333CC	AT2G42120
m01oak09334jC	AT5G25280
m01oak09336cC	AT2G33770
m01oak09337cC	AT1G61850
m01oak09338cC	AT3G08710
m01oak09345cC	AT2G47210
m01oak09346CC	AT5G20850
m01oak09349cF	AT3G56990
m01oak09351Ci	AT3G09850
m01oak09352CC	AT3G15090
m01oak09353cC	AT5G16300
m01oak09354CC	AT1G15215
m01oak09355CC	AT2G34357
m01oak09357cC	AT2G02410
m01oak09358CC	AT2G32950
m01oak09359cT	AT5G38880
m01oak09360CC	AT1G67800
m01oak09370cC	AT1G69220
m01oak09371CF	AT4G30490
m01oak09372sC	AT5G01920
m01oak09373Ct	AT2G17350
m01oak09374jM	AT4G38160
m01oak09374jM	AT4G38150
m01oak09375cC	AT2G20330
m01oak09376CC	AT5G43650
m01oak09379CC	AT4G33180
m01oak09381CC	AT1G77380
m01oak09384cC	AT1G77090
m01oak09386cc	AT2G40930
m01oak09387cF	AT3G25660
m01oak09388CC	AT5G52780
m01oak09392cC	AT3G27750
m01oak09396JC	AT3G02600
m01oak09403CC	AT2G22010
m01oak09405CC	AT4G29910
m01oak09406CC	AT3G57790
m01oak09407cC	AT1G74850
m01oak09408cC	AT5G19420
m01oak09409cf	AT1G62500
m01oak09411Ci	AT3G16230
m01oak09413cC	AT1G18610
m01oak09415cf	AT3G55600
m01oak09416CF	AT4G30900
m01oak09419CC	AT3G13226
m01oak09420CC	AT2G38580
m01oak09423CC	AT4G33060
m01oak09424JC	AT1G53140
m01oak09427cC	AT2G23890
m01oak09430CC	AT1G28140
m01oak09433CC	AT1G21830
m01oak09434cf	AT3G13225
m01oak09435CC	AT5G64380
m01oak09441cC	AT3G04090
m01oak09443cF	AT4G12290
m01oak09444cC	AT2G47990
m01oak09445CC	AT1G76460
m01oak09448CC	AT5G20170
m01oak09451cC	AT1G25420
m01oak09460CC	AT3G62810
m01oak09461cT	AT1G49670
m01oak09463cF	AT5G08260
m01oak09464cC	AT1G27840
m01oak09465cC	AT1G21450
m01oak09469CC	AT3G09640
m01oak09477cC	AT4G35490
m01oak09480Cm	AT5G08740
m01oak09483CC	AT2G47790
m01oak09485ci	AT3G05350
m01oak09488CC	AT1G09530
m01oak09491cC	AT3G04460
m01oak09495cC	AT5G22100
m01oak09496CC	AT2G45620
m01oak09499CC	AT1G21580
m01oak09500CC	AT2G32980
m01oak09501CC	AT1G76630
m01oak09505CF	AT3G51620
m01oak09507cC	AT1G53720
m01oak09511Cf	AT5G54440
m01oak09512cC	AT5G60620
m01oak09513JC	AT4G22860
m01oak09516CC	AT3G08920
m01oak09519CT	AT1G77600
m01oak09521cC	AT1G60430
m01oak09523cC	AT1G78230
m01oak09528CC	AT2G26670
m01oak09532CC	AT4G38280
m01oak09533cC	AT4G13460
m01oak09538CC	AT5G14430
m01oak09545CC	AT4G36680
m01oak09548CC	AT1G32490
m01oak09549cC	AT2G18465
m01oak09551CC	AT1G24460
m01oak09552CC	AT5G62200
m01oak09554JC	AT5G60370
m01oak09555Ct	AT5G47550
m01oak09556cc	AT2G04560
m01oak09558cC	AT4G33905
m01oak09560cC	AT1G28340
m01oak09561cC	AT1G56423
m01oak09562cC	AT1G27435
m01oak09563CC	AT1G06990
m01oak09564CC	AT3G61080
m01oak09565Cc	AT1G04970
m01oak09569CC	AT2G32840
m01oak09573cC	AT4G32272
m01oak09574CC	AT1G15100
m01oak09576CC	AT3G02680
m01oak09578cC	AT2G28370
m01oak09580cC	AT3G01435
m01oak09581CC	AT4G00330
m01oak09584cC	AT4G10960
m01oak09585cC	AT4G17570
m01oak09586cC	AT3G53540
m01oak09589cC	AT2G45990
m01oak09590CC	AT1G66510
m01oak09593CF	AT5G62030
m01oak09595JC	AT1G55320
m01oak09597cF	AT1G55510
m01oak09599cC	AT5G13400
m01oak09600CC	AT5G58370
m01oak09603jC	AT5G14550
m01oak09604cC	AT3G12345
m01oak09606cC	AT2G25100
m01oak09607ci	AT1G08750
m01oak09608cT	AT5G15880
m01oak09610cF	AT5G60760
m01oak09613CF	AT2G45590
m01oak09614ci	AT3G26720
m01oak09615cC	AT5G61450
m01oak09616cC	AT2G04340
m01oak09617cC	AT2G38910
m01oak09618ct	AT2G25840
m01oak09619CC	AT5G67250
m01oak09620ct	AT1G09420
m01oak09621cC	AT1G72175
m01oak09625cC	AT1G50410
m01oak09626CC	AT5G39830
m01oak09627CT	AT5G16610
m01oak09628cC	AT1G21320
m01oak09629cf	AT4G18370
m01oak09631cC	AT5G58280
m01oak09632CC	AT1G78600
m01oak09634cf	AT2G38330
m01oak09636cC	AT2G16630
m01oak09637cC	AT3G07800
m01oak09638ct	AT5G61530
m01oak09640cC	AT1G43130
m01oak09641cc	AT2G32400
m01oak09643CT	AT3G01990
m01oak09646cC	AT5G38520
m01oak09651cC	AT3G51580
m01oak09652Ct	AT3G44370
m01oak09658CC	AT2G18790
m01oak09659Cc	AT5G67570
m01oak09661CC	AT1G48270
m01oak09662Ci	AT2G26350
m01oak09664cC	AT2G19390
m01oak09665cT	AT2G21440
m01oak09667CC	AT1G31870
m01oak09671CC	AT1G12910
m01oak09672cC	AT2G28250
m01oak09674CC	AT4G23330
m01oak09675Ct	AT2G46900
m01oak09677cC	AT1G23180
m01oak09681CC	AT3G23790
m01oak09687cC	AT4G27540
m01oak09688cf	AT1G30320
m01oak09689cf	AT1G16916
m01oak09690CT	AT5G01360
m01oak09693Cc	AT4G25830
m01oak09694cC	AT1G03000
m01oak09696CF	AT1G10270
m01oak09697CC	AT2G41040
m01oak09699cI	AT2G37520
m01oak09703cC	AT3G02070
m01oak09704ct	AT4G04614
m01oak09705jC	AT3G52390
m01oak09706CC	AT4G16160
m01oak09708cF	AT1G08600
m01oak09709Ct	AT2G02500
m01oak09710cF	AT2G31890
m01oak09714CC	AT4G39100
m01oak09715cC	AT3G19120
m01oak09717Ct	AT4G33380
m01oak09721cC	AT1G59760
m01oak09722cC	AT1G16280
m01oak09723cC	AT5G53900
m01oak09735cC	AT5G42900
m01oak09736cC	AT1G59840
m01oak09737cf	AT3G20720
m01oak09739cC	AT4G26190
m01oak09742cC	AT3G54690
m01oak09743cf	AT1G60660
m01oak09745cC	AT1G21780
m01oak09747cC	AT1G65470
m01oak09749cc	AT5G09680
m01oak09752cC	AT5G57700
m01oak09753CC	AT3G05610
m01oak09754cC	AT3G02700
m01oak09758CC	AT5G44250
m01oak09761cC	AT2G27790
m01oak09764cC	AT5G03970
m01oak09765cC	AT3G43240
m01oak09768cf	AT3G11964
m01oak09770cC	AT4G26220
m01oak09771Ci	AT4G24200
m01oak09775cC	AT5G08550
m01oak09776CC	AT1G51110
m01oak09778ct	AT3G26070
m01oak09779CC	AT1G58250
m01oak09780cC	AT5G62220
m01oak09783Cf	AT3G55640
m01oak09784CC	AT1G80950
m01oak09788Ct	AT1G53520
m01oak09790Ct	AT3G57360
m01oak09791Ct	AT4G04870
m01oak09792cC	AT4G26640
m01oak09795cC	AT2G34620
m01oak09796CC	AT2G41945
m01oak09797CC	AT4G08550
m01oak09801cf	AT5G15170
m01oak09804cC	AT2G31260
m01oak09805jC	AT5G55040
m01oak09807CC	AT3G27930
m01oak09810Cc	AT3G62330
m01oak09812CC	AT3G17360
m01oak09814cC	AT3G17910
m01oak09816CC	AT3G08960
m01oak09817cC	AT5G46390
m01oak09818CT	AT5G64680
m01oak09820cC	AT4G20940
m01oak09821CC	AT5G26240
m01oak09823cC	AT5G62600
m01oak09824cC	AT4G04190
m01oak09825cC	AT1G78580
m01oak09826cC	AT4G33950
m01oak09829Jc	AT5G10080
m01oak09830CC	AT2G20390
m01oak09834CC	AT1G19485
m01oak09835Ct	AT2G40030
m01oak09836cC	AT5G60860
m01oak09839Ct	AT3G62920
m01oak09840Ct	AT2G38570
m01oak09845JC	AT4G33495
m01oak09848cC	AT5G15310
m01oak09850CC	AT4G19900
m01oak09851CC	AT5G13500
m01oak09853CC	AT4G26700
m01oak09854CC	AT5G08120
m01oak09856CC	AT3G06560
m01oak09858CC	AT4G21705
m01oak09859CM	AT2G14110
m01oak09865Cc	AT5G24430
m01oak09867cC	AT5G54080
m01oak09868cC	AT2G37035
m01oak09870CC	AT3G53000
m01oak09872cC	AT1G21760
m01oak09874CC	AT3G14980
m01oak09875cC	AT4G21330
m01oak09877CC	AT4G30310
m01oak09881cC	AT1G01200
m01oak09883CC	AT2G17710
m01oak09884CC	AT2G13650
m01oak09885cC	AT4G27630
m01oak09886Ct	AT4G24930
m01oak09888cC	AT1G26810
m01oak09890cC	AT1G21200
m01oak09891cF	AT3G61710
m01oak09892JC	AT4G38050
m01oak09897cC	AT4G15880
m01oak09900CC	AT5G12890
m01oak09901CC	AT3G17040
m01oak09903CF	AT1G13940
m01oak09904CC	AT5G27380
m01oak09905CC	AT4G37660
m01oak09907CF	AT5G50340
m01oak09908cC	AT2G03340
m01oak09909Ct	AT5G09270
m01oak09911CI	AT3G32940
m01oak09915jC	AT1G16220
m01oak09919cC	AT1G13900
m01oak09920CF	AT1G67720
m01oak09921cC	AT1G67690
m01oak09923CF	AT3G27820
m01oak09924Ct	AT1G76250
m01oak09925cC	AT4G12750
m01oak09926cc	AT5G33280
m01oak09927CC	AT1G73390
m01oak09931cC	AT2G43280
m01oak09934Ct	AT5G40710
m01oak09936CC	AT1G50710
m01oak09938cf	AT1G80710
m01oak09939CT	AT4G33140
m01oak09941CC	AT1G27460
m01oak09944CC	AT5G05850
m01oak09946CC	AT1G27700
m01oak09949cC	AT3G52905
m01oak09951cC	AT4G31890
m01oak09952ct	AT5G13770
m01oak09954Ct	AT3G05200
m01oak09960cT	AT1G23230
m01oak09962cC	AT2G37430
m01oak09963CC	AT5G17510
m01oak09964cC	AT4G03400
m01oak09965jc	AT5G23490
m01oak09966cC	AT5G07580
m01oak09968CC	AT1G54150
m01oak09969cc	AT5G60750
m01oak09972jC	AT4G29190
m01oak09975Ct	AT2G22620
m01oak09976cC	AT5G12220
m01oak09979CF	AT2G24830
m01oak09986CC	AT5G67530
m01oak09991cC	AT1G67310
m01oak09992cF	AT5G14760
m01oak09995Ct	AT3G13800
m01oak09997CC	AT2G36900
m01oak09998CF	AT1G18670
m01oak10002JC	AT3G10550
m01oak10007JC	AT2G31170
m01oak10009cT	AT1G72470
m01oak10010JC	AT5G63770
m01oak10013JC	AT2G42770
m01oak10014cC	AT4G00500
m01oak10017CC	AT3G18040
m01oak10018CC	AT3G14067
m01oak10020cC	AT3G28450
m01oak10025cT	AT5G19150
m01oak10026CC	AT4G08170
m01oak10031ci	AT5G17930
m01oak10033cC	AT2G04880
m01oak10035cC	AT2G19180
m01oak10037cm	AT3G29310
m01oak10038cC	AT5G49550
m01oak10040CC	AT3G02690
m01oak10041cC	AT3G03770
m01oak10042Ct	AT4G00840
m01oak10045CF	AT2G35230
m01oak10046CC	AT1G16250
m01oak10048CC	AT3G44160
m01oak10053cC	AT5G65860
m01oak10054CC	AT3G57040
m01oak10055cC	AT3G24495
m01oak10056CC	AT5G25800
m01oak10057CC	AT5G37930
m01oak10058cC	AT1G09060
m01oak10059CC	AT3G10310
m01oak10061cC	AT5G49900
m01oak10062jC	AT1G74250
m01oak10068cC	AT5G19280
m01oak10071cC	AT5G36740
m01oak10073cF	AT4G03550
m01oak10075cC	AT1G80940
m01oak10076cC	AT4G34570
m01oak10077CC	AT1G55250
m01oak10079CC	AT3G02350
m01oak10081cC	AT4G13270
m01oak10084CC	AT1G69060
m01oak10091cC	AT5G01270
m01oak10092cC	AT3G18270
m01oak10094cC	AT5G24630
m01oak10095cC	AT5G24840
m01oak10099CC	AT2G36230
m01oak10102cF	AT5G36950
m01oak10103cC	AT5G11850
m01oak10104cC	AT4G09060
m01oak10105cC	AT5G40080
m01oak10106cC	AT4G10050
m01oak10107Ct	AT1G70070
m01oak10110JC	AT3G20860
m01oak10121cC	AT1G55930
m01oak10123CC	AT2G20340
m01oak10124Ct	AT4G19170
m01oak10125cC	AT2G33435
m01oak10126cC	AT5G11240
m01oak10131Jf	AT2G05120
m01oak10132CC	AT5G52970
m01oak10134cC	AT5G01075
m01oak10140CC	AT2G35060
m01oak10144Jc	AT1G04120
m01oak10147cC	AT3G02820
m01oak10148CF	AT2G37050
m01oak10151cT	AT3G10180
m01oak10152Cm	AT1G20810
m01oak10153cC	AT2G25570
m01oak10155cC	AT5G11780
m01oak10156CC	AT3G54110
m01oak10158cc	AT1G29940
m01oak10159Ci	AT5G43020
m01oak10161cC	AT5G38380
m01oak10162CC	AT3G66654
m01oak10165CC	AT3G12270
m01oak10167cC	AT5G20930
m01oak10169Cf	AT2G17250
m01oak10170CT	AT1G61667
m01oak10173cC	AT5G15050
m01oak10175CF	AT5G22760
m01oak10176CC	AT2G38070
m01oak10177CC	AT4G32320
m01oak10179Ci	AT3G27325
m01oak10181cC	AT1G05055
m01oak10185cF	AT4G37650
m01oak10186CC	AT1G14180
m01oak10187CC	AT4G38225
m01oak10188cC	AT5G22040
m01oak10189cC	AT4G02600
m01oak10190cC	AT5G61060
m01oak10200CC	AT1G55325
m01oak10202cC	AT1G44760
m01oak10204Ct	AT5G27710
m01oak10209cC	AT4G35230
m01oak10211cC	AT3G55700
m01oak10213CC	AT3G58790
m01oak10214cF	AT3G10480
m01oak10216cC	AT3G20330
m01oak10217cC	AT2G36630
m01oak10219CC	AT4G04955
m01oak10221Jt	AT5G51840
m01oak10224Ct	AT3G08880
m01oak10227JC	AT1G53120
m01oak10229cC	AT1G62830
m01oak10230ct	AT3G20440
m01oak10233cf	AT5G25480
m01oak10234Cf	AT5G52540
m01oak10235CC	AT1G72430
m01oak10236CC	AT3G07660
m01oak10237Cf	AT3G07140
m01oak10240cC	AT3G52870
m01oak10241CC	AT5G64730
m01oak10244jC	AT3G09010
m01oak10247cC	AT2G43190
m01oak10251cC	AT2G41720
m01oak10254cC	AT3G60690
m01oak10258CC	AT4G39740
m01oak10259cI	AT4G38200
m01oak10260cF	AT3G10420
m01oak10263CF	AT3G58630
m01oak10272cF	AT5G02880
m01oak10273cC	AT5G64300
m01oak10274cF	AT4G39820
m01oak10275cC	AT3G62550
m01oak10277Cz	AT1G04985
m01oak10279CC	AT5G15930
m01oak10281CF	AT3G48610
m01oak10282Cf	AT5G52860
m01oak10285CC	AT5G28050
m01oak10287cC	AT5G64070
m01oak10289CC	AT2G30970
m01oak10291cC	AT1G59600
m01oak10292cC	AT1G58230
m01oak10297CF	AT1G12060
m01oak10298CC	AT5G18070
m01oak10300CC	AT3G57910
m01oak10301cC	AT4G20760
m01oak10303cC	AT1G29690
m01oak10306cC	AT3G04310
m01oak10307cC	AT1G30960
m01oak10309jM	AT3G50860
m01oak10309jM	AT5G49560
m01oak10313cC	AT2G30170
m01oak10314cC	AT5G24320
m01oak10316CC	AT5G04900
m01oak10318CC	AT5G58090
m01oak10320cC	AT3G19190
m01oak10323CC	AT2G04270
m01oak10324SC	AT5G54690
m01oak10325cC	AT4G28260
m01oak10326CC	AT5G54260
m01oak10329cC	AT3G27110
m01oak10331Ci	AT5G37790
m01oak10332Ct	AT4G28740
m01oak10333CC	AT2G32810
m01oak10335cC	AT1G11400
m01oak10337cC	AT1G27850
m01oak10339cF	AT3G14240
m01oak10342CC	AT1G53400
m01oak10343CC	AT5G11810
m01oak10344cC	AT1G07970
m01oak10345cC	AT1G69910
m01oak10346CC	AT3G46450
m01oak10348Ct	AT3G10370
m01oak10353cC	AT4G21090
m01oak10355cf	AT4G31840
m01oak10356jC	AT5G14850
m01oak10358Ct	AT5G61670
m01oak10359cC	AT3G61320
m01oak10360cC	AT1G47570
m01oak10367SC	AT2G26600
m01oak10368cC	AT4G21070
m01oak10371cC	AT5G35840
m01oak10373CC	AT1G21350
m01oak10374jC	AT5G20040
